Time,X Value,Y Value
0.01,41075,38600
0.02,41075,38600
0.03,41075,38600
0.04,41075,38600
0.05,41075,38600
0.060000000000000005,41075,38600
0.07,41075,38600
0.08,41075,38600
0.09,41075,38600
0.09999999999999999,41075,38600
0.10999999999999999,41075,38600
0.11999999999999998,41075,38600
0.12999999999999998,41075,38600
0.13999999999999999,41075,38600
0.15,41075,38600
0.16,41075,38600
0.17,41075,38600
0.18000000000000002,41075,38600
0.19000000000000003,41075,38600
0.20000000000000004,41075,38600
0.21000000000000005,41075,38600
0.22000000000000006,41075,38600
0.23000000000000007,41075,38600
0.24000000000000007,41075,38600
0.25000000000000006,41075,38600
0.26000000000000006,41075,38600
0.2700000000000001,41075,38600
0.2800000000000001,41075,38600
0.2900000000000001,41075,38600
0.3000000000000001,41075,38600
0.3100000000000001,41075,38600
0.3200000000000001,41075,38600
0.3300000000000001,41075,38600
0.34000000000000014,41075,38600
0.35000000000000014,41075,38600
0.36000000000000015,41075,38600
0.37000000000000016,41075,38600
0.38000000000000017,41075,38600
0.3900000000000002,41075,38600
0.4000000000000002,41075,38600
0.4100000000000002,41075,38600
0.4200000000000002,41075,38600
0.4300000000000002,41075,38600
0.4400000000000002,41075,38600
0.45000000000000023,41075,38600
0.46000000000000024,41075,38600
0.47000000000000025,41075,38600
0.48000000000000026,41075,38600
0.49000000000000027,41075,38600
0.5000000000000002,41075,38600
0.5100000000000002,41075,38600
0.5200000000000002,41075,38600
0.5300000000000002,41075,38600
0.5400000000000003,41075,38600
0.5500000000000003,41075,38600
0.5600000000000003,41075,38600
0.5700000000000003,41075,38600
0.5800000000000003,41075,38600
0.5900000000000003,41075,38600
0.6000000000000003,41075,38600
0.6100000000000003,41075,38600
0.6200000000000003,41075,38600
0.6300000000000003,41075,38600
0.6400000000000003,41075,38600
0.6500000000000004,41075,38600
0.6600000000000004,41075,38600
0.6700000000000004,41075,38600
0.6800000000000004,41075,38600
0.6900000000000004,41075,38600
0.7000000000000004,41075,38600
0.7100000000000004,41075,38600
0.7200000000000004,41075,38600
0.7300000000000004,41075,38600
0.7400000000000004,41075,38600
0.7500000000000004,41075,38600
0.7600000000000005,41075,38600
0.7700000000000005,41075,38600
0.7800000000000005,41075,38600
0.7900000000000005,41075,38600
0.8000000000000005,41075,38600
0.8100000000000005,41075,38600
0.8200000000000005,41075,38600
0.8300000000000005,41075,38600
0.8400000000000005,41075,38600
0.8500000000000005,41075,38600
0.8600000000000005,41075,38600
0.8700000000000006,41075,38600
0.8800000000000006,41075,38600
0.8900000000000006,41075,38600
0.9000000000000006,41075,38600
0.9100000000000006,41075,38600
0.9200000000000006,41075,38600
0.9300000000000006,41075,38600
0.9400000000000006,41075,38600
0.9500000000000006,41075,38600
0.9600000000000006,41075,38600
0.9700000000000006,41075,38600
0.9800000000000006,41075,38600
0.9900000000000007,41075,38600
1.0000000000000007,41075,38600
1.0100000000000007,41075,38600
1.0200000000000007,41075,38600
1.0300000000000007,41075,38600
1.0400000000000007,41075,38600
1.0500000000000007,41075,38600
1.0600000000000007,41075,38600
1.0700000000000007,41075,38600
1.0800000000000007,41075,38600
1.0900000000000007,41075,38600
1.1000000000000008,41075,38600
1.1100000000000008,41075,38600
1.1200000000000008,41075,38600
1.1300000000000008,41075,38600
1.1400000000000008,41075,38600
1.1500000000000008,41075,38600
1.1600000000000008,41075,38600
1.1700000000000008,41075,38600
1.1800000000000008,41075,38600
1.1900000000000008,41075,38600
1.2000000000000008,41075,38600
1.2100000000000009,41075,38600
1.2200000000000009,41075,38600
1.2300000000000009,41075,38600
1.2400000000000009,41075,38600
1.2500000000000009,41075,38600
1.260000000000001,41075,38600
1.270000000000001,41075,38600
1.280000000000001,41075,38600
1.290000000000001,41075,38600
1.300000000000001,41075,38600
1.310000000000001,41075,38600
1.320000000000001,41075,38600
1.330000000000001,41075,38600
1.340000000000001,41075,38600
1.350000000000001,41075,38600
1.360000000000001,41075,38600
1.370000000000001,41075,38600
1.380000000000001,41075,38600
1.390000000000001,41075,38600
1.400000000000001,41075,38600
1.410000000000001,41075,38600
1.420000000000001,41075,38600
1.430000000000001,41075,38600
1.440000000000001,41075,38600
1.450000000000001,41075,38600
1.460000000000001,41075,38600
1.470000000000001,41075,38600
1.480000000000001,41075,38600
1.490000000000001,41075,38600
1.500000000000001,41075,38600
1.5100000000000011,41075,38600
1.5200000000000011,41075,38600
1.5300000000000011,41075,38600
1.5400000000000011,41075,38600
1.5500000000000012,41075,38600
1.5600000000000012,41075,38600
1.5700000000000012,41075,38600
