Time,X Value,Y Value
0.01,37856,34786
0.02,38448,36543
0.03,38731,35680
0.04,36449,37005
0.05,40234,37785
0.060000000000000005,38823,37523
0.07,37837,37086
0.08,38215,35453
0.09,38325,36714
0.09999999999999999,39481,36878
0.10999999999999999,39089,37573
0.11999999999999998,39555,37206
0.12999999999999998,38873,36020
0.13999999999999999,38772,37010
0.15,38502,36818
0.16,39758,37801
0.17,39406,36023
0.18000000000000002,39625,34975
0.19000000000000003,40704,33570
0.20000000000000004,39965,36097
0.21000000000000005,40025,34351
0.22000000000000006,40375,35385
0.23000000000000007,38497,36833
0.24000000000000007,39286,35080
0.25000000000000006,38758,36483
0.26000000000000006,40466,36286
0.2700000000000001,40125,36853
0.2800000000000001,40418,38291
0.2900000000000001,39860,37215
0.3000000000000001,39087,35172
0.3100000000000001,39501,35535
0.3200000000000001,40324,39104
0.3300000000000001,38307,36522
0.34000000000000014,38642,33950
0.35000000000000014,41629,35807
0.36000000000000015,38854,36334
0.37000000000000016,39168,35407
0.38000000000000017,38649,36847
0.3900000000000002,39329,35016
0.4000000000000002,41008,36700
0.4100000000000002,38656,35346
0.4200000000000002,39566,36943
0.4300000000000002,39807,35282
0.4400000000000002,40277,35060
0.45000000000000023,38228,35620
0.46000000000000024,37564,35513
0.47000000000000025,40071,38218
0.48000000000000026,38249,36245
0.49000000000000027,38625,36212
0.5000000000000002,38944,36665
0.5100000000000002,40411,35961
0.5200000000000002,39212,35316
0.5300000000000002,39464,38340
0.5400000000000003,38786,36471
0.5500000000000003,38902,36832
0.5600000000000003,38776,36430
0.5700000000000003,39082,36156
0.5800000000000003,39989,36239
0.5900000000000003,38884,35720
0.6000000000000003,38453,35792
0.6100000000000003,36886,33420
0.6200000000000003,39383,37745
0.6300000000000003,40742,35637
0.6400000000000003,38732,34798
0.6500000000000004,39177,36018
0.6600000000000004,38544,36899
0.6700000000000004,38750,37783
0.6800000000000004,40734,36533
0.6900000000000004,37495,36909
0.7000000000000004,38191,36098
0.7100000000000004,37815,36311
0.7200000000000004,37939,34604
0.7300000000000004,39885,37393
0.7400000000000004,39249,36834
0.7500000000000004,39026,34967
0.7600000000000005,39039,34561
0.7700000000000005,40853,37168
0.7800000000000005,39187,34408
0.7900000000000005,38802,36956
0.8000000000000005,40667,37034
0.8100000000000005,39210,36017
0.8200000000000005,39261,37748
0.8300000000000005,39910,36001
0.8400000000000005,39934,35350
0.8500000000000005,38034,36276
0.8600000000000005,39492,35878
0.8700000000000006,39488,38511
0.8800000000000006,38299,37199
0.8900000000000006,39601,38043
0.9000000000000006,41157,36435
0.9100000000000006,39822,34746
0.9200000000000006,40164,36668
